1,1956,5,3,1,150,3,1,2,3,1600,3,1
1,1951,5,3,1,150,3,3,4,5,1500,5,3
1,2016,4,3,3,50,4,5,3,4,1700,1,4
1,1992,1,3,1,350,4,4,1,4,1000,5,2
1,1973,3,4,4,50,1,2,5,2,800,4,4
1,1975,2,3,3,200,3,1,1,3,900,2,2
1,2012,2,4,4,200,1,2,1,1,1200,5,5
1,2003,3,2,4,600,3,1,1,5,1800,3,2
1,1969,5,4,5,100,1,1,1,2,1100,1,2
1,1962,5,4,3,250,1,1,3,5,1200,1,3
1,2019,3,4,2,0,2,5,5,2,600,1,5
1,1990,4,4,2,400,4,5,1,4,1800,2,2
1,1969,5,4,4,150,1,2,4,3,700,2,1
1,1959,5,4,4,450,3,5,5,2,1700,5,2
1,1974,4,2,1,550,3,3,4,2,1500,5,5
1,1995,1,1,1,200,1,1,3,2,1500,5,2
1,1963,5,2,5,200,2,2,4,3,700,3,2
1,1970,2,3,5,550,1,5,5,4,900,4,5
1,2008,4,4,5,300,3,3,4,3,600,4,5
1,1999,1,4,3,0,1,1,2,1,800,5,3
1,2007,2,1,4,50,4,4,3,2,1100,2,3
1,1986,4,3,5,500,3,1,4,2,1800,3,1
1,1971,5,4,5,350,1,1,1,1,700,3,4
1,2005,4,1,1,500,3,1,5,2,1500,3,1
1,1997,2,4,2,400,4,3,3,3,1500,2,2
1,1982,5,2,5,350,1,3,2,3,1500,2,4
1,1977,4,2,1,250,2,4,2,1,1200,1,5
1,1953,3,1,3,50,4,4,4,2,1300,4,2
1,1961,3,2,4,250,3,3,4,3,1700,4,1
1,1994,2,3,1,550,3,2,1,1,1700,3,4
1,1957,5,4,5,300,4,3,1,2,1300,1,3
1,2019,3,2,3,350,4,2,3,4,800,2,1
1,1991,1,4,3,200,4,2,2,1,1300,5,3
1,1962,3,4,4,600,4,3,5,4,800,4,4
1,2013,4,2,2,500,1,3,4,5,1600,5,3
1,1989,3,3,1,350,4,3,4,3,600,4,2
1,1950,3,1,1,100,4,4,4,5,1700,3,3
1,2018,4,4,2,50,4,1,1,1,800,4,5
1,1968,3,3,3,600,1,2,4,4,600,4,3
1,1984,4,4,5,350,4,1,1,1,1300,2,2
1,2004,4,1,5,200,2,4,4,5,1700,5,4
1,1956,1,3,1,150,4,2,4,5,600,5,1
1,2013,5,2,1,200,2,1,5,2,1500,1,2
1,1963,3,1,5,500,4,2,4,1,800,1,1
1,1986,2,1,5,400,4,2,5,4,1500,4,4
1,1951,3,3,1,350,4,1,1,4,1200,1,2
1,1965,1,3,3,400,2,2,5,1,1800,5,3
1,1983,4,4,5,500,3,5,1,2,600,1,5
1,1989,4,4,5,300,3,1,3,5,1700,1,4
1,1959,1,2,1,400,2,1,1,1,1200,5,4
1,1966,5,2,3,300,1,2,1,5,800,1,2
1,2006,3,3,4,100,4,5,2,1,1100,2,5
1,2010,3,4,4,350,1,1,2,3,1100,5,5
1,1981,2,1,5,50,4,5,4,4,900,5,4
1,1984,3,3,4,600,1,2,2,2,1500,5,1
1,2003,4,4,4,0,2,2,5,1,700,2,5
1,1964,2,4,2,300,1,2,2,5,1100,1,1
1,2012,5,4,3,550,1,4,4,3,1500,1,4
1,2006,1,1,3,250,2,4,2,3,1100,1,4
1,2015,4,1,3,100,2,5,3,4,1100,4,5
1,2006,5,3,2,350,2,3,1,1,1100,5,5
1,1978,4,2,3,200,1,5,2,5,1300,3,4
1,2012,5,1,2,550,1,5,4,1,1300,4,2
1,1997,1,4,4,100,4,5,5,4,600,5,2
1,1978,2,2,2,550,3,2,3,5,1600,4,5
1,1987,2,4,1,350,2,4,4,1,900,5,2
1,2013,5,2,3,450,3,4,4,3,1100,3,3
1,1974,4,4,1,150,4,4,5,4,1500,4,5
1,2016,1,4,3,600,1,3,5,1,900,1,1
1,1951,2,3,4,100,1,5,5,5,1100,3,5
1,2008,5,4,3,450,3,3,5,4,1400,3,4
1,1964,1,2,5,200,4,3,5,4,1600,2,2
1,1977,4,2,1,300,2,5,4,1,1000,3,2
1,1965,4,3,1,50,4,1,4,4,1200,1,3
1,2000,2,1,3,300,1,5,1,5,900,2,2
1,2010,3,2,2,400,4,3,4,5,1400,3,4
1,1957,4,1,5,50,4,1,4,1,1100,5,5
1,2001,5,1,5,600,4,4,5,2,1600,5,2
1,1950,5,2,1,200,2,1,5,1,1200,2,3
1,2009,5,2,5,50,2,2,3,5,1200,1,5
1,1971,1,4,3,400,4,5,2,5,1300,5,5
1,1950,3,4,2,450,1,1,4,4,700,4,4
1,1990,1,2,2,450,4,2,1,5,1400,5,5
