1,400,1,5,1,4,1,1959,2,1,1200,1,2
1,100,5,3,5,5,5,1951,3,2,1100,4,1
1,0,2,5,1,3,1,1999,4,1,800,3,1
1,450,2,3,5,1,2,2018,1,1,1300,5,1
1,600,4,1,3,2,3,2000,2,3,1200,2,3
1,0,1,4,3,2,5,1980,4,4,1500,4,3
1,100,2,2,2,1,3,1954,4,4,1000,3,2
1,200,1,5,2,5,1,2012,4,2,1200,4,1
1,100,5,5,5,2,4,1997,4,1,600,4,4
1,400,3,2,3,2,3,1997,4,2,1500,2,4
1,500,4,5,3,3,5,2013,2,4,1600,2,1
1,600,1,3,1,2,5,2003,2,3,1800,4,3
1,150,3,3,3,4,1,1980,1,1,1700,5,2
1,600,1,3,2,2,3,1961,3,2,1000,1,4
1,50,3,1,5,4,4,2016,3,4,1700,3,4
1,300,3,1,1,4,5,1989,4,4,1700,5,3
1,400,2,5,5,5,5,1971,4,1,1300,3,4
1,100,5,4,3,4,2,1965,2,2,800,5,1
1,350,2,5,5,4,2,2000,4,3,1200,1,2
1,200,1,3,1,3,5,2016,4,1,700,4,1
1,300,5,1,4,2,3,2010,4,2,1600,3,4
1,50,5,2,4,4,5,1958,3,3,1700,3,4
1,400,5,5,2,3,1,1965,3,1,1800,3,2
1,450,4,1,4,1,5,2006,4,4,1400,2,1
1,400,1,1,1,4,2,1964,1,2,900,5,3
1,150,4,2,2,1,3,1969,4,5,700,4,1
1,450,5,5,5,2,2,1959,4,5,1700,4,3
1,50,1,4,1,5,1,2018,4,4,800,2,4
1,150,5,4,4,5,4,1974,4,4,1500,1,4
1,450,5,3,1,2,1,1974,4,3,1500,1,4
1,600,5,1,3,1,1,2016,4,1,900,3,1
1,50,4,1,1,3,4,1965,3,4,1200,1,4
1,300,2,5,1,1,3,1951,1,5,1200,4,4
1,0,5,2,2,5,1,2003,4,4,700,4,2
1,450,4,3,5,2,1,1986,4,4,1800,3,4
1,200,3,1,4,3,5,1970,3,4,1000,4,2
1,600,4,4,2,3,4,1968,3,3,600,3,1
1,550,1,5,2,1,4,1985,4,4,700,1,1
1,50,2,5,4,3,5,2016,2,5,1100,5,1
1,50,3,1,2,5,5,2009,2,5,1200,5,2
1,250,1,1,1,2,3,1985,4,5,700,4,2
1,250,1,3,4,4,3,1997,3,1,1500,3,2
1,450,2,2,5,3,4,2014,3,2,1400,2,2
1,450,1,4,3,5,4,1984,4,3,700,3,4
1,50,2,2,4,3,1,1969,1,1,1400,1,2
1,100,2,2,1,4,3,1987,3,2,1000,5,4
1,200,3,4,2,2,5,1970,3,5,700,3,4
1,100,1,1,1,2,2,1954,1,1,1000,1,1
1,450,5,1,4,3,2,2014,4,5,1400,5,1
1,50,1,1,4,2,1,1979,2,5,1200,5,3
1,300,4,4,3,5,3,2008,4,4,600,5,3
1,50,4,5,5,2,3,2018,1,4,1200,3,1
1,450,1,1,4,4,1,1953,3,4,1300,5,3
1,550,5,2,5,3,1,1959,2,5,700,2,3
