subject,version,assignmentId,trial,attribute,rating,least_preferred,most_preferred,type,rt,rt2,full_or_lex,signed_weights,original_or_followup,stamp,id
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,0,Year building was built,1,,,lex_att_rating,5462,,,,,2022-05-23 11:54:05,10446
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,10,Amount of traffic,0,,,wad_att_rating,8827,,,,,2022-05-23 11:54:18,10447
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,5,Amount of natural light,0,,,wad_att_rating,7049,,,,,2022-05-23 11:54:25,10448
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,9,Quality of heat/AC system,1,,,wad_att_rating,4865,,,,,2022-05-23 11:54:30,10449
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,1,Closeness to cafes/restaurants,2,,,wad_att_rating,4580,,,,,2022-05-23 11:54:35,10450
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,11,Size of home,1,,,wad_att_rating,3347,,,,,2022-05-23 11:54:38,10451
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,6,Year building was built,100,,,wad_att_rating,4802,,,,,2022-05-23 11:54:43,10452
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,3,Noise pollution,0,,,wad_att_rating,4602,,,,,2022-05-23 11:54:48,10453
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,8,Quality of kitchen,0,,,wad_att_rating,2659,,,,,2022-05-23 11:54:50,10454
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,7,Size of yard,1,,,wad_att_rating,4042,,,,,2022-05-23 11:54:54,10455
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,2,Closeness to public transportation,1,,,wad_att_rating,3464,,,,,2022-05-23 11:54:58,10456
5e34bbfdd87fbf4a5001b133,ma_choice_v4_pilot2,5e34bbfdd87fbf4a5001b133,4,Reputation of closest school,0,,,wad_att_rating,3507,,,,,2022-05-23 11:55:01,10457
