1,2,4,3,2016,50,5,5,1,1100
1,5,2,2,1987,0,3,5,1,1600
1,2,2,4,1959,150,4,2,3,1100
1,2,1,3,1999,0,3,1,1,800
1,4,5,4,1981,50,5,4,4,900
1,4,3,3,1951,150,1,5,3,1500
1,1,2,2,1961,600,1,3,4,1000
1,4,5,2,1986,450,3,1,4,1800
1,1,2,4,2017,250,1,1,2,900
1,1,5,5,1986,50,5,5,4,600
1,4,2,3,1968,600,3,4,1,600
1,5,1,3,1950,200,1,1,2,1200
1,4,1,2,1958,450,5,2,4,1000
1,1,5,2,1990,400,2,4,4,1800
1,5,5,5,2019,0,2,2,2,600
1,5,1,1,2005,500,1,2,3,1500
1,5,5,2,1964,450,1,1,4,1500
1,1,1,2,1984,350,5,1,4,1300
1,4,5,2,2012,550,2,1,1,1300
1,5,4,5,1974,150,1,4,4,1500
1,5,4,1,2015,500,1,5,2,1000
1,4,1,3,1968,500,5,5,4,1600
1,4,2,1,1969,150,4,3,1,700
1,1,2,5,2012,200,4,1,1,1200
1,3,5,1,2013,600,2,4,1,1500
1,1,1,2,2003,600,4,5,3,1800
1,4,5,2,2018,50,3,3,1,1200
1,1,4,2,1979,50,5,1,3,1200
1,1,4,5,1998,400,1,1,3,700
1,1,1,2,1954,100,1,2,1,1000
1,3,3,2,1997,400,2,3,4,1500
1,3,5,5,2015,100,3,4,2,1100
1,5,1,2,1974,450,1,1,4,1500
1,3,2,1,2019,350,3,4,4,800
1,5,5,3,1959,550,2,1,3,700
1,4,1,5,1957,50,5,1,4,1100
1,4,4,4,2012,550,3,3,1,1500
1,2,2,5,1984,550,1,5,2,900
1,1,1,2,1951,350,1,4,4,1200
1,3,2,2,1970,200,3,5,4,700
1,5,2,4,1973,50,4,2,1,800
1,3,2,4,1975,350,1,4,1,800
1,5,2,5,2003,0,4,1,2,700
1,5,2,4,1986,400,5,4,4,1500
1,2,4,4,1950,100,1,5,1,800
1,3,1,4,1989,300,5,5,3,1700
1,1,1,5,1961,50,5,5,2,1600
1,5,5,4,2007,350,2,5,3,1100
1,4,3,2,1964,300,4,3,2,1100
1,2,2,1,1964,300,2,5,1,1100
1,3,1,2,1995,200,1,2,1,1500
1,5,4,1,1993,400,1,4,4,700
1,2,1,5,1952,50,5,5,4,1800
1,4,3,4,2010,400,2,5,4,1400
1,3,1,4,1988,50,5,4,3,1100
1,1,5,5,1983,500,5,2,3,600
1,1,4,1,2011,50,4,2,1,1000
1,2,1,1,1956,150,1,3,3,1600
1,1,2,5,1990,450,2,5,4,1400
1,5,5,1,1993,100,2,4,1,1500
1,1,1,4,1959,400,1,1,2,1200
1,1,3,1,1974,550,1,4,2,1100
1,4,4,5,1957,250,5,5,2,700
1,5,3,4,1962,600,4,4,4,800
1,5,1,2,2013,200,1,2,2,1500
1,1,2,1,1985,550,1,4,1,700
1,4,5,2,1977,300,1,1,2,1000
1,3,3,2,2010,300,1,2,3,1700
1,2,5,5,1971,400,3,5,4,1300
1,5,1,5,1956,50,5,2,1,1600
1,2,4,5,2001,300,4,1,1,900
1,1,5,2,2000,300,3,5,1,900
1,4,3,2,2000,600,2,3,3,1200
1,1,1,1,1960,200,5,5,1,1700
1,1,1,2,1969,100,5,2,1,1100
1,4,3,1,1961,250,4,3,3,1700
1,2,3,4,1982,350,5,3,1,1500
1,2,4,5,1977,250,1,1,2,1200
1,5,5,4,2013,500,5,5,1,1200
1,1,4,4,1983,450,2,1,4,1000
1,3,5,4,1987,100,1,3,4,1400
1,5,2,1,1990,250,3,3,4,600
1,2,2,1,1954,100,3,3,2,1000
1,5,5,5,1951,100,4,5,1,1100
1,5,5,2,1959,450,4,2,3,1700
1,2,1,1,1951,300,4,3,4,1200
1,1,4,4,1997,250,3,3,2,1500
1,5,2,1,1993,500,1,1,2,1100
1,4,3,5,2008,300,5,3,3,600
1,4,3,5,1974,550,1,2,3,1500
1,5,4,2,2010,300,3,3,4,1600
1,5,3,2,1964,200,5,4,4,1600
1,5,2,1,1990,250,1,3,1,1500
1,5,1,4,1954,250,2,3,1,1200
1,4,3,3,2013,500,2,5,1,1600
1,5,2,1,1950,400,2,2,4,1700
1,4,2,1,1956,150,1,5,4,600
1,2,1,1,1988,300,3,2,2,900
1,5,1,3,1957,550,1,5,2,1400
1,5,4,3,2014,450,5,2,1,1400
2,4,3,5,1974,550,1,2,3,1500
2,5,2,2,2007,0,5,4,4,1700
2,1,4,2,1992,350,1,4,4,1000
2,5,4,2,1985,550,2,4,3,700
2,5,5,2,1964,450,1,1,4,1500
2,5,2,4,1973,50,4,2,1,800
2,2,2,1,1954,100,3,3,2,1000
2,5,5,4,2013,500,5,5,1,1200
2,5,4,2,2001,600,5,2,4,1600
2,4,3,4,2010,400,2,5,4,1400
2,4,5,2,2018,50,3,3,1,1200
2,1,1,2,2003,600,4,5,3,1800
2,2,1,1,1988,300,3,2,2,900
2,1,1,4,1971,350,5,1,1,700
2,5,5,5,1970,550,5,4,1,900
2,3,5,1,2013,600,2,4,1,1500
2,5,3,2,1964,200,5,4,4,1600
2,4,1,2,1958,450,5,2,4,1000
2,3,3,5,1951,50,1,2,3,1600
2,2,4,4,2010,400,1,1,4,1000
2,4,5,3,1957,50,4,1,2,1600
2,3,1,2,1995,200,1,2,1,1500
2,4,4,2,1987,350,1,1,2,900
2,5,4,1,2015,500,1,5,2,1000
2,2,1,1,1956,150,1,3,3,1600
2,5,3,1,2016,600,3,1,1,900
2,5,5,4,2007,350,2,5,3,1100
2,1,5,5,1987,350,5,1,2,1100
2,2,1,5,1989,200,3,4,4,1800
2,2,4,4,1950,100,1,5,1,800
2,4,1,3,1965,50,1,4,4,1200
2,3,4,3,2007,50,4,2,4,1100
2,4,4,2,1953,50,3,2,4,1300
2,3,2,1,2019,350,3,4,4,800
2,3,1,3,1962,250,3,5,1,1200
2,5,2,1,1950,400,2,2,4,1700
2,3,3,1,1992,400,4,3,4,1700
2,1,2,4,2017,250,1,1,2,900
2,4,4,4,2012,550,3,3,1,1500
2,4,4,5,1957,250,5,5,2,700
2,4,2,1,1963,500,5,1,4,800
2,2,5,1,2018,450,5,2,1,1300
2,1,2,3,1968,300,5,4,4,1000
2,2,1,4,1987,100,5,3,4,1000
2,5,1,2,1974,450,1,1,4,1500
2,4,4,4,2004,200,5,5,2,1700
2,3,2,3,2017,150,1,4,1,900
2,4,3,3,2013,500,2,5,1,1600
2,1,3,4,2004,250,1,4,1,1000
2,5,1,1,2005,500,1,2,3,1500
2,5,2,3,1965,400,3,1,2,1800
2,5,4,2,2010,300,3,3,4,1600
2,5,1,4,1953,200,5,1,2,900
2,4,5,2,1977,300,1,1,2,1000
2,1,1,2,1954,100,1,2,1,1000
2,5,1,3,1957,550,1,5,2,1400
2,1,1,1,1960,200,5,5,1,1700
2,1,4,4,1953,450,5,1,3,1300
2,1,1,2,1984,350,5,1,4,1300
2,3,1,4,1989,300,5,5,3,1700
2,2,3,4,1982,350,5,3,1,1500
2,3,5,4,2002,300,3,4,3,700
2,5,2,1,1993,500,1,1,2,1100
2,1,3,2,1980,0,4,5,3,1500
2,5,1,2,2013,200,1,2,2,1500
2,5,4,1,1993,400,1,4,4,700
2,2,4,1,2013,0,1,2,4,1100
2,3,2,2,1970,200,3,5,4,700
2,4,4,4,2000,50,4,3,3,700
2,4,1,5,1957,50,5,1,4,1100
2,5,5,5,1951,100,4,5,1,1100
2,2,1,5,2010,350,4,3,1,1100
2,1,1,2,2005,250,1,1,2,1800
2,4,5,4,1981,50,5,4,4,900
2,4,1,4,1950,450,2,4,1,700
2,3,4,2,1983,300,1,3,4,1800
2,2,4,3,1969,50,1,1,2,1400
2,4,2,2,1963,200,5,3,2,700
2,4,1,1,1960,300,3,3,3,700
2,2,4,4,2014,500,4,5,4,800
2,5,5,5,1957,350,5,4,3,1300
2,5,3,2,1987,0,4,3,4,1700
2,1,3,4,1961,150,5,4,1,600
2,1,4,1,2011,50,4,2,1,1000
2,4,3,2,1989,350,1,3,4,600
2,5,5,1,1993,100,2,4,1,1500
2,1,2,2,1966,300,3,5,1,800
2,1,1,5,2018,50,2,1,4,800
2,2,5,5,2002,500,2,1,1,900
2,4,4,1,2006,450,2,5,1,1400
2,2,5,5,1971,400,3,5,4,1300
2,1,3,5,2006,350,2,1,2,1100
2,1,3,1,1974,550,1,4,2,1100
2,5,3,4,1965,100,5,2,1,800
2,4,3,5,2008,300,5,3,3,600
2,5,1,2,1962,550,5,2,4,1400
2,2,1,1,1951,300,4,3,4,1200
2,5,4,5,1974,150,1,4,4,1500
2,5,2,4,1986,400,5,4,4,1500
2,1,1,2,1951,350,1,4,4,1200
3,2,1,3,1999,0,3,1,1,800
3,5,4,4,1958,50,3,5,4,1700
3,2,1,5,1989,200,3,4,4,1800
3,4,1,3,1968,500,5,5,4,1600
3,2,2,5,1984,550,1,5,2,900
3,4,1,1,1960,300,3,3,3,700
3,2,1,1,1951,300,4,3,4,1200
3,4,5,5,2016,450,5,5,4,600
3,4,3,1,1961,250,4,3,3,1700
3,1,3,5,1984,450,3,4,4,700
3,1,1,2,1984,350,5,1,4,1300
3,5,1,5,1956,50,5,2,1,1600
3,5,5,4,2007,350,2,5,3,1100
3,1,1,2,2005,250,1,1,2,1800
3,1,2,5,2012,200,4,1,1,1200
3,5,3,2,1987,0,4,3,4,1700
3,2,5,5,1971,400,3,5,4,1300
3,3,5,4,2016,50,3,4,4,1700
3,4,4,1,2006,450,2,5,1,1400
3,2,3,1,2019,450,1,2,2,1300
3,3,2,4,1975,350,1,4,1,800
3,4,4,5,1961,150,2,3,1,900
3,5,4,2,2010,300,3,3,4,1600
3,3,2,5,1978,550,2,5,3,1600
3,4,1,2,1958,450,5,2,4,1000
3,1,4,5,1998,400,1,1,3,700
3,1,2,3,1968,300,5,4,4,1000
3,4,4,4,2004,200,5,5,2,1700
3,4,1,5,1957,50,5,1,4,1100
3,3,5,4,2002,300,3,4,3,700
3,2,2,3,2006,300,1,3,4,1400
3,1,1,5,1961,50,5,5,2,1600
3,5,5,5,1970,550,5,4,1,900
3,2,4,4,2010,400,1,1,4,1000
3,5,4,4,1990,600,3,1,1,1100
3,4,2,1,1956,150,1,5,4,600
3,3,3,5,1951,50,1,2,3,1600
3,5,1,4,1953,200,5,1,2,900
3,1,4,4,1997,250,3,3,2,1500
3,3,4,3,2007,50,4,2,4,1100
3,5,2,4,1986,400,5,4,4,1500
3,3,4,3,1970,200,4,5,2,1000
3,1,3,4,2004,250,1,4,1,1000
3,4,4,4,2000,50,4,3,3,700
3,1,1,2,1985,250,4,3,2,700
3,4,3,5,2008,300,5,3,3,600
3,3,2,3,2017,150,1,4,1,900
3,4,3,2,1964,300,4,3,2,1100
3,1,3,4,1961,150,5,4,1,600
3,3,5,2,2005,550,1,4,3,600
3,2,1,2,1983,250,1,5,3,1000
3,2,5,4,2000,350,1,2,2,1200
3,2,3,4,1982,350,5,3,1,1500
3,4,1,1,1986,500,5,2,3,1800
3,2,4,3,1969,50,1,1,2,1400
3,4,1,4,1950,450,2,4,1,700
3,5,3,4,2008,450,3,4,3,1400
3,2,1,4,1987,100,5,3,4,1000
3,5,5,2,1997,100,4,4,4,600
3,1,5,2,1990,400,2,4,4,1800
3,2,1,4,1953,50,5,5,4,1700
3,1,2,4,1994,550,1,1,3,1700
3,5,1,1,2005,500,1,2,3,1500
3,4,3,2,2000,600,2,3,3,1200
3,1,1,2,1951,350,1,4,4,1200
3,5,2,1,1990,250,1,3,1,1500
3,2,1,5,2010,350,4,3,1,1100
3,5,4,1,2015,500,1,5,2,1000
3,4,3,3,2013,500,2,5,1,1600
3,2,4,1,2013,0,1,2,4,1100
3,3,5,4,1987,100,1,3,4,1400
3,1,3,3,1957,300,5,2,4,1300
3,3,1,4,1989,300,5,5,3,1700
3,5,5,2,1964,450,1,1,4,1500
3,1,5,5,1986,50,5,5,4,600
3,1,2,5,1990,450,2,5,4,1400
3,5,4,1,1993,400,1,4,4,700
3,3,2,1,2019,350,3,4,4,800
3,4,3,5,1974,550,1,2,3,1500
3,5,4,5,1974,150,1,4,4,1500
3,5,1,2,1974,450,1,1,4,1500
3,5,1,4,1954,250,2,3,1,1200
3,2,1,2,1981,450,2,3,4,1700
3,5,1,3,1950,200,1,1,2,1200
3,2,1,5,1952,50,5,5,4,1800
3,1,5,4,1999,550,1,2,1,1300
3,5,5,4,2013,500,5,5,1,1200
3,3,5,1,2013,600,2,4,1,1500
3,4,1,3,1965,50,1,4,4,1200
3,2,5,5,2006,100,4,1,4,1100
3,3,1,4,1988,50,5,4,3,1100
3,5,2,2,2007,0,5,4,4,1700
3,2,5,1,2018,450,5,2,1,1300
3,1,4,4,1953,450,5,1,3,1300
3,2,1,1,1988,300,3,2,2,900
3,1,3,1,1974,550,1,4,2,1100
3,5,1,2,1962,550,5,2,4,1400
3,1,4,4,1983,450,2,1,4,1000
3,3,4,2,1983,300,1,3,4,1800
3,4,4,3,2013,450,3,3,3,1100
4,1,1,2,1954,100,1,2,1,1000
4,3,2,4,1975,350,1,4,1,800
4,2,4,3,1969,50,1,1,2,1400
4,2,4,5,2001,300,4,1,1,900
4,1,3,1,1974,550,1,4,2,1100
4,2,4,1,2013,0,1,2,4,1100
4,1,1,5,1961,50,5,5,2,1600
4,1,2,1,1985,550,1,4,1,700
4,2,1,2,1981,450,2,3,4,1700
4,1,4,1,2011,50,4,2,1,1000
4,1,4,2,1992,350,1,4,4,1000
4,3,3,1,1992,400,4,3,4,1700
4,5,4,4,1958,50,3,5,4,1700
4,1,4,4,1983,450,2,1,4,1000
4,4,3,2,2000,600,2,3,3,1200
4,2,4,1,2010,150,2,2,2,700
4,2,1,4,1987,100,5,3,4,1000
4,3,5,4,1987,100,1,3,4,1400
4,2,1,3,1999,0,3,1,1,800
4,4,5,3,1957,50,4,1,2,1600
4,1,3,2,1951,100,1,3,1,1100
4,3,4,2,1983,300,1,3,4,1800
4,1,4,4,1953,450,5,1,3,1300
4,4,4,4,2000,50,4,3,3,700
4,3,5,1,2013,600,2,4,1,1500
4,1,5,2,2000,300,3,5,1,900
4,2,1,1,1951,300,4,3,4,1200
4,2,5,5,2002,500,2,1,1,900
4,2,1,1,1956,150,1,3,3,1600
4,5,2,3,1965,400,3,1,2,1800
4,1,3,2,1980,0,4,5,3,1500
4,3,1,5,1990,100,1,1,2,1000
4,2,1,2,1983,250,1,5,3,1000
4,3,1,2,2016,400,5,1,2,1100
4,4,3,5,1974,550,1,2,3,1500
4,5,5,5,1951,100,4,5,1,1100
4,1,1,2,1969,100,5,2,1,1100
4,2,3,4,1982,350,5,3,1,1500
4,3,1,3,1962,250,3,5,1,1200
4,4,3,2,1964,300,4,3,2,1100
4,4,1,1,1960,300,3,3,3,700
4,1,1,3,1958,50,3,5,1,1800
