subject,version,assignmentId,attribute,scale,min_diff,lb,ub,postfix,stamp,id
xxx,ma_choice_v4_real1,"",Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-06 12:36:17,18145
xxx,ma_choice_v4_real1,"",Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-06 12:36:17,18146
xxx,ma_choice_v4_real1,"",Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-06 12:36:17,18147
xxx,ma_choice_v4_real1,"",Size of home,"",200,600,1800, square feet,2022-06-06 12:36:17,18148
xxx,ma_choice_v4_real1,"",Size of yard,"",150,0,600, square feet,2022-06-06 12:36:17,18149
xxx,ma_choice_v4_real1,"",Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-06 12:36:17,18150
xxx,ma_choice_v4_real1,"",Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-06 12:36:17,18151
xxx,ma_choice_v4_real1,"",Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-06 12:36:17,18152
xxx,ma_choice_v4_real1,"",Amount of natural light,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-06 12:36:17,18153
xxx,ma_choice_v4_real1,"",Year building was built,"",20,1950,2020,"",2022-06-06 12:36:17,18154
xxx,ma_choice_v4_real1,"",Closeness to cafes/restaurants,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-06 12:36:17,18155
xxx,ma_choice_v4_real1,"",Closeness to public transportation,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-06 12:36:17,18156
999,ma_choice_v4_real1,"",Year building was built,"",20,1950,2020,"",2022-06-13 17:21:22,19498
999,ma_choice_v4_real1,"",Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-13 17:21:22,19499
999,ma_choice_v4_real1,"",Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-13 17:21:22,19500
999,ma_choice_v4_real1,"",Size of yard,"",150,0,600, square feet,2022-06-13 17:21:22,19501
999,ma_choice_v4_real1,"",Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-13 17:21:22,19502
999,ma_choice_v4_real1,"",Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-13 17:21:22,19503
999,ma_choice_v4_real1,"",Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-13 17:21:22,19504
999,ma_choice_v4_real1,"",Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-13 17:21:22,19505
999,ma_choice_v4_real1,"",Size of home,"",200,600,1800, square feet,2022-06-13 17:21:22,19506
999,ma_choice_v4_real1,"",Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-14 19:40:46,19516
999,ma_choice_v4_real1,"",Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-14 19:40:46,19517
999,ma_choice_v4_real1,"",Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-14 19:40:46,19518
999,ma_choice_v4_real1,"",Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-14 19:40:46,19519
999,ma_choice_v4_real1,"",Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-14 19:40:46,19520
999,ma_choice_v4_real1,"",Year building was built,"",20,1950,2020,"",2022-06-14 19:40:46,19521
999,ma_choice_v4_real1,"",Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-14 19:40:46,19522
999,ma_choice_v4_real1,"",Size of home,"",200,600,1800, square feet,2022-06-14 19:40:46,19523
999,ma_choice_v4_real1,"",Size of yard,"",150,0,600, square feet,2022-06-14 19:40:46,19524
616ef9447d637785780d7343,ma_choice_v4_real1,616ef9447d637785780d7343,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-16 18:04:13,20209
616ef9447d637785780d7343,ma_choice_v4_real1,616ef9447d637785780d7343,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-16 18:04:13,20210
616ef9447d637785780d7343,ma_choice_v4_real1,616ef9447d637785780d7343,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-16 18:04:13,20211
616ef9447d637785780d7343,ma_choice_v4_real1,616ef9447d637785780d7343,Size of yard,"",150,0,600, square feet,2022-06-16 18:04:13,20212
616ef9447d637785780d7343,ma_choice_v4_real1,616ef9447d637785780d7343,Year building was built,"",20,1950,2020,"",2022-06-16 18:04:13,20213
616ef9447d637785780d7343,ma_choice_v4_real1,616ef9447d637785780d7343,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-16 18:04:13,20214
616ef9447d637785780d7343,ma_choice_v4_real1,616ef9447d637785780d7343,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-16 18:04:13,20215
