subject,version,assignmentId,trial,practice,opt1_id,opt2_id,attributes,opt1_values,opt2_values,choice,orig_choice,rt,stamp,id
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,0,1,-1,-1,"Quality of kitchen,Quality of heat/AC system,Noise pollution,Amount of traffic,Closeness to parks,Reputation of closest school,Size of home,Size of yard,Year building was built","Bad,Very Bad,High,Very Little,15 min away,Bad,1300 square feet,50 square feet,2012","Good,Very Good,Very Low,A Moderate Amount,25 min away,Good,1100 square feet,400 square feet,1973",1,1,17345,2022-06-17 18:55:21,104422
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,1,1,-1,-1,"Closeness to parks,Noise pollution,Quality of heat/AC system,Year building was built,Reputation of closest school,Amount of traffic,Quality of kitchen,Size of home,Size of yard","10 min away,High,Bad,2008,Very Bad,Very Little,Bad,1400 square feet,300 square feet","30 min away,Low,Good,1971,Good,A Lot,Good,1100 square feet,600 square feet",1,1,25642,2022-06-17 18:55:47,104423
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,2,1,-1,-1,"Reputation of closest school,Size of yard,Size of home,Quality of kitchen,Year building was built,Quality of heat/AC system,Amount of traffic,Closeness to parks,Noise pollution","Moderate,150 square feet,1400 square feet,Moderate,1950,Good,A Lot,15 min away,Very High","Very Good,300 square feet,1600 square feet,Very Good,2009,Bad,Very Little,30 min away,Low",1,0,24521,2022-06-17 18:56:11,104424
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,3,1,-1,-1,"Year building was built,Noise pollution,Closeness to parks,Size of yard,Quality of kitchen,Amount of traffic,Size of home,Reputation of closest school,Quality of heat/AC system","2005,Very Low,20 min away,450 square feet,Very Bad,Very Little,1800 square feet,Moderate,Moderate","1970,Moderate,30 min away,150 square feet,Moderate,A Lot,1400 square feet,Very Good,Very Bad",0,0,19609,2022-06-17 18:56:32,104425
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,4,1,-1,-1,"Noise pollution,Size of home,Size of yard,Reputation of closest school,Quality of kitchen,Amount of traffic,Year building was built,Closeness to parks,Quality of heat/AC system","Very High,600 square feet,500 square feet,Good,Very Bad,A Lot,1950,20 min away,Very Good","Very Low,900 square feet,350 square feet,Very Bad,Good,Very Little,1995,10 min away,Moderate",1,0,27901,2022-06-17 18:57:04,104426
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,5,1,-1,-1,"Quality of heat/AC system,Reputation of closest school,Closeness to parks,Amount of traffic,Size of yard,Size of home,Noise pollution,Year building was built,Quality of kitchen","Moderate,Moderate,25 min away,A Lot,150 square feet,1300 square feet,Low,2016,Good","Very Good,Very Bad,10 min away,A Little,350 square feet,1000 square feet,Very High,1972,Very Bad",0,0,22420,2022-06-17 18:57:24,104427
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,6,1,-1,-1,"Amount of traffic,Quality of kitchen,Size of home,Size of yard,Reputation of closest school,Noise pollution,Year building was built,Closeness to parks,Quality of heat/AC system","A Lot,Moderate,1100 square feet,450 square feet,Good,Very Low,1974,20 min away,Very Bad","A Little,Very Bad,1500 square feet,200 square feet,Very Bad,Very High,2020,30 min away,Good",1,1,27379,2022-06-17 18:57:53,104428
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,7,1,-1,-1,"Quality of kitchen,Noise pollution,Reputation of closest school,Closeness to parks,Size of yard,Quality of heat/AC system,Amount of traffic,Size of home,Year building was built","Very Bad,Moderate,Very Bad,15 min away,300 square feet,Moderate,A Lot,1100 square feet,2006","Very Good,Very Low,Moderate,25 min away,500 square feet,Very Good,Very Little,1500 square feet,1955",1,1,13159,2022-06-17 18:58:07,104429
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,8,1,-1,-1,"Amount of traffic,Size of yard,Size of home,Quality of heat/AC system,Quality of kitchen,Closeness to parks,Reputation of closest school,Noise pollution,Year building was built","A Little,100 square feet,1200 square feet,Very Bad,Moderate,30 min away,Very Bad,Very Low,1974","A Lot,350 square feet,700 square feet,Very Good,Very Bad,10 min away,Good,High,2013",1,1,12234,2022-06-17 18:58:20,104430
62acc04d0a7788636b0e9915,ma_choice_v4_observers_pilot2,62acc04d0a7788636b0e9915,0,1,-1,-1,"Year building was built,Noise pollution,Size of home,Quality of heat/AC system,Reputation of closest school,Size of yard,Amount of traffic,Quality of kitchen,Closeness to parks","1955,Very Low,1500 square feet,Very Good,Moderate,500 square feet,Very Little,Very Good,25 min away","2006,Moderate,1100 square feet,Moderate,Very Bad,300 square feet,A Lot,Very Bad,15 min away",0,0,35784,2022-06-17 18:58:28,104431
6127df52d897b4da6d8ddda8,ma_choice_v4_observers_pilot2,6127df52d897b4da6d8ddda8,9,1,-1,-1,"Amount of traffic,Noise pollution,Size of home,Year building was built,Quality of kitchen,Quality of heat/AC system,Closeness to parks,Reputation of closest school,Size of yard","A Lot,Low,800 square feet,1953,Bad,Very Good,30 min away,Moderate,250 square feet","A Little,High,1700 square feet,1993,Very Good,Moderate,20 min away,Very Good,100 square feet",0,0,9497,2022-06-17 18:58:30,104432
62acc04d0a7788636b0e9915,ma_choice_v4_observers_pilot2,62acc04d0a7788636b0e9915,1,1,-1,-1,"Size of yard,Year building was built,Closeness to parks,Quality of heat/AC system,Size of home,Noise pollution,Reputation of closest school,Quality of kitchen,Amount of traffic","150 square feet,1970,30 min away,Very Bad,1400 square feet,Moderate,Very Good,Moderate,A Lot","450 square feet,2005,20 min away,Moderate,1800 square feet,Very Low,Moderate,Very Bad,Very Little",1,1,40375,2022-06-17 18:59:08,104433
62850d0754941f925e1af397,ma_choice_v4_observers_pilot2,62850d0754941f925e1af397,0,1,-1,-1,"Size of home,Quality of heat/AC system,Amount of traffic,Reputation of closest school,Noise pollution,Year building was built,Quality of kitchen,Size of yard,Closeness to parks","1400 square feet,Bad,Very Little,Very Bad,High,2008,Bad,300 square feet,10 min away","1100 square feet,Good,A Lot,Good,Low,1971,Good,600 square feet,30 min away",1,1,23794,2022-06-17 18:59:30,104434
62acc04d0a7788636b0e9915,ma_choice_v4_observers_pilot2,62acc04d0a7788636b0e9915,2,1,-1,-1,"Reputation of closest school,Size of home,Noise pollution,Closeness to parks,Quality of heat/AC system,Quality of kitchen,Size of yard,Year building was built,Amount of traffic","Very Good,1600 square feet,Low,30 min away,Bad,Very Good,300 square feet,2009,Very Little","Moderate,1400 square feet,Very High,15 min away,Good,Moderate,150 square feet,1950,A Lot",0,0,32283,2022-06-17 18:59:39,104435
62850d0754941f925e1af397,ma_choice_v4_observers_pilot2,62850d0754941f925e1af397,1,1,-1,-1,"Quality of heat/AC system,Reputation of closest school,Year building was built,Amount of traffic,Size of home,Size of yard,Closeness to parks,Noise pollution,Quality of kitchen","Good,Moderate,1950,A Lot,1400 square feet,150 square feet,15 min away,Very High,Moderate","Bad,Very Good,2009,Very Little,1600 square feet,300 square feet,30 min away,Low,Very Good",0,0,25595,2022-06-17 18:59:56,104436
62850d0754941f925e1af397,ma_choice_v4_observers_pilot2,62850d0754941f925e1af397,2,1,-1,-1,"Size of home,Closeness to parks,Year building was built,Reputation of closest school,Quality of heat/AC system,Amount of traffic,Noise pollution,Size of yard,Quality of kitchen","1100 square feet,20 min away,1974,Good,Very Bad,A Lot,Very Low,450 square feet,Moderate","1500 square feet,30 min away,2020,Very Bad,Good,A Little,Very High,200 square feet,Very Bad",1,1,15976,2022-06-17 19:00:13,104437
62850d0754941f925e1af397,ma_choice_v4_observers_pilot2,62850d0754941f925e1af397,3,1,-1,-1,"Quality of heat/AC system,Size of yard,Noise pollution,Closeness to parks,Amount of traffic,Size of home,Quality of kitchen,Year building was built,Reputation of closest school","Moderate,100 square feet,High,20 min away,A Little,1700 square feet,Very Good,1993,Very Good","Very Good,250 square feet,Low,30 min away,A Lot,800 square feet,Bad,1953,Moderate",0,0,15729,2022-06-17 19:00:30,104438
62acc04d0a7788636b0e9915,ma_choice_v4_observers_pilot2,62acc04d0a7788636b0e9915,3,1,-1,-1,"Quality of kitchen,Reputation of closest school,Quality of heat/AC system,Year building was built,Closeness to parks,Size of yard,Amount of traffic,Noise pollution,Size of home","Very Bad,Good,Very Good,2013,10 min away,350 square feet,A Lot,High,700 square feet","Moderate,Very Bad,Very Bad,1974,30 min away,100 square feet,A Little,Very Low,1200 square feet",1,1,52558,2022-06-17 19:00:33,104439
62850d0754941f925e1af397,ma_choice_v4_observers_pilot2,62850d0754941f925e1af397,4,1,-1,-1,"Reputation of closest school,Amount of traffic,Size of home,Closeness to parks,Year building was built,Quality of kitchen,Size of yard,Noise pollution,Quality of heat/AC system","Good,A Lot,600 square feet,20 min away,1950,Very Bad,500 square feet,Very High,Very Good","Very Bad,Very Little,900 square feet,10 min away,1995,Good,350 square feet,Very Low,Moderate",1,1,10324,2022-06-17 19:00:41,104440
