subject,version,assignmentId,trial,practice,opt1_id,opt2_id,attributes,opt1_values,opt2_values,choice,rt,stamp,id
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,0,1,-1,-1,"Reputation of closest school,Proximity to parks,Noise pollution,Amount of traffic,Year building was built,Quality of heat/AC system,Size of yard,Amount of crime in neighborhood,Proximity to public transportation,Amount of natural light,Proximity to cafes/restaurants,Size of home","Good,10 min away,Very Low,A Little,1959,Moderate,None,Very Low,5 min away,A Moderate Amount,25 min away,1200 square feet","Moderate,5 min away,Low,A Lot,2007,Good,Very Large,High,20 min away,Very Little,5 min away,800 square feet",0,16286,2022-01-25 23:34:10,9979
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,1,1,-1,-1,"Amount of crime in neighborhood,Proximity to public transportation,Amount of traffic,Year building was built,Size of yard,Proximity to cafes/restaurants,Amount of natural light,Size of home,Noise pollution,Proximity to parks,Quality of heat/AC system,Reputation of closest school","Very Low,10 min away,A Little,2009,Large,15 min away,Very Little,1200 square feet,Low,5 min away,Very Good,Moderate","Very High,15 min away,Very Little,1967,Small,25 min away,A Moderate Amount,1000 square feet,High,20 min away,Moderate,Good",0,12429,2022-01-25 23:34:23,9980
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,2,1,-1,-1,"Proximity to cafes/restaurants,Amount of crime in neighborhood,Noise pollution,Size of yard,Quality of heat/AC system,Size of home,Proximity to parks,Proximity to public transportation,Year building was built,Amount of natural light,Reputation of closest school,Amount of traffic","5 min away,Moderate,Very High,Large,Good,1600 square feet,10 min away,25 min away,1960,A Little,Bad,A Moderate Amount","20 min away,Very High,Low,Small,Very Good,800 square feet,25 min away,10 min away,1986,Very Little,Very Good,A Lot",0,14353,2022-01-25 23:34:39,9981
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,3,1,-1,-1,"Proximity to parks,Amount of natural light,Proximity to cafes/restaurants,Quality of heat/AC system,Noise pollution,Amount of crime in neighborhood,Proximity to public transportation,Size of home,Year building was built,Reputation of closest school,Size of yard,Amount of traffic","10 min away,A Moderate Amount,20 min away,Very Good,Very High,Very High,20 min away,1400 square feet,2018,Moderate,None,A Little","20 min away,A Lot,15 min away,Bad,Moderate,Very Low,5 min away,800 square feet,1996,Very Bad,Very Large,A Lot",1,10114,2022-01-25 23:34:50,9982
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,4,1,-1,-1,"Size of yard,Size of home,Proximity to parks,Amount of crime in neighborhood,Noise pollution,Amount of traffic,Reputation of closest school,Amount of natural light,Year building was built,Proximity to public transportation,Proximity to cafes/restaurants,Quality of heat/AC system","Small,1400 square feet,20 min away,Low,Low,A Moderate Amount,Very Good,A Little,1987,20 min away,25 min away,Good","None,1800 square feet,15 min away,Very Low,Very Low,A Little,Good,A Lot,2013,10 min away,20 min away,Moderate",1,16448,2022-01-25 23:35:07,9983
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,5,1,-1,-1,"Reputation of closest school,Proximity to parks,Noise pollution,Proximity to cafes/restaurants,Amount of natural light,Quality of heat/AC system,Amount of traffic,Size of yard,Size of home,Proximity to public transportation,Amount of crime in neighborhood,Year building was built","Very Bad,15 min away,Low,15 min away,A Lot,Very Bad,A Moderate Amount,Small,1000 square feet,20 min away,Very High,1952","Very Good,20 min away,Very High,10 min away,A Little,Moderate,A Little,Medium,1500 square feet,10 min away,High,1979",1,14653,2022-01-25 23:35:23,9984
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,0,1,-1,-1,"Proximity to parks,Proximity to cafes/restaurants,Amount of traffic,Proximity to public transportation,Amount of crime in neighborhood,Amount of natural light,Size of yard,Noise pollution,Reputation of closest school,Quality of heat/AC system,Year building was built,Size of home","10 min away,15 min away,A Lot,20 min away,High,A Little,Large,Low,Good,Very Good,2004,1800 square feet","5 min away,25 min away,Very Little,5 min away,Very High,A Moderate Amount,None,Moderate,Very Bad,Moderate,1973,1200 square feet",0,12318,2022-01-25 23:35:34,9985
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,6,1,-1,-1,"Proximity to cafes/restaurants,Amount of natural light,Quality of heat/AC system,Size of yard,Reputation of closest school,Year building was built,Amount of crime in neighborhood,Amount of traffic,Proximity to public transportation,Proximity to parks,Size of home,Noise pollution","25 min away,A Lot,Very Bad,Very Large,Very Bad,2013,Low,A Little,5 min away,25 min away,1200 square feet,Low","20 min away,A Moderate Amount,Bad,Medium,Moderate,1979,Very High,A Lot,10 min away,5 min away,1400 square feet,Moderate",0,10022,2022-01-25 23:35:34,9986
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,1,1,-1,-1,"Quality of heat/AC system,Noise pollution,Reputation of closest school,Amount of crime in neighborhood,Size of yard,Proximity to parks,Amount of natural light,Proximity to cafes/restaurants,Proximity to public transportation,Size of home,Amount of traffic,Year building was built","Very Good,Moderate,Very Bad,Moderate,Large,15 min away,A Little,20 min away,20 min away,800 square feet,A Little,1954","Moderate,Low,Bad,Very High,Small,10 min away,A Lot,10 min away,25 min away,1100 square feet,Very Little,1991",0,9630,2022-01-25 23:35:44,9987
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,7,1,-1,-1,"Size of yard,Proximity to cafes/restaurants,Quality of heat/AC system,Amount of crime in neighborhood,Size of home,Reputation of closest school,Amount of traffic,Proximity to public transportation,Year building was built,Proximity to parks,Noise pollution,Amount of natural light","Large,20 min away,Very Bad,High,1500 square feet,Bad,A Little,25 min away,1956,15 min away,Moderate,A Lot","Very Large,15 min away,Bad,Very High,600 square feet,Moderate,A Moderate Amount,20 min away,1974,5 min away,Very Low,A Moderate Amount",0,11216,2022-01-25 23:35:46,9988
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,2,1,-1,-1,"Proximity to parks,Proximity to public transportation,Proximity to cafes/restaurants,Quality of heat/AC system,Reputation of closest school,Size of yard,Amount of natural light,Amount of crime in neighborhood,Year building was built,Noise pollution,Size of home,Amount of traffic","5 min away,5 min away,25 min away,Very Bad,Good,Very Large,A Little,High,1958,Very Low,900 square feet,A Little","25 min away,15 min away,15 min away,Very Good,Moderate,None,A Lot,Moderate,2019,Very High,1500 square feet,A Moderate Amount",1,11241,2022-01-25 23:35:57,9989
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,8,1,-1,-1,"Noise pollution,Year building was built,Amount of crime in neighborhood,Reputation of closest school,Amount of natural light,Size of home,Proximity to parks,Quality of heat/AC system,Amount of traffic,Proximity to public transportation,Proximity to cafes/restaurants,Size of yard","Moderate,1986,High,Very Good,A Lot,1700 square feet,5 min away,Good,A Moderate Amount,25 min away,25 min away,Small","Very High,1972,Very High,Good,A Little,1000 square feet,10 min away,Bad,A Little,20 min away,10 min away,None",0,10593,2022-01-25 23:35:58,9990
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,3,1,-1,-1,"Amount of traffic,Year building was built,Size of home,Amount of natural light,Quality of heat/AC system,Reputation of closest school,Proximity to public transportation,Amount of crime in neighborhood,Size of yard,Noise pollution,Proximity to cafes/restaurants,Proximity to parks","Very Little,1966,800 square feet,Very Little,Very Bad,Very Bad,10 min away,Very High,Small,Low,25 min away,20 min away","A Little,1989,1100 square feet,A Little,Moderate,Very Good,20 min away,Low,Very Large,Very High,20 min away,5 min away",1,8519,2022-01-25 23:36:06,9991
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,9,1,-1,-1,"Amount of crime in neighborhood,Size of home,Amount of natural light,Amount of traffic,Size of yard,Noise pollution,Proximity to public transportation,Reputation of closest school,Proximity to parks,Proximity to cafes/restaurants,Year building was built,Quality of heat/AC system","Low,1400 square feet,A Lot,Very Little,Very Large,Very High,20 min away,Bad,20 min away,15 min away,1969,Very Bad","Very High,1300 square feet,A Little,A Lot,Small,Moderate,5 min away,Very Good,15 min away,10 min away,1955,Bad",1,15518,2022-01-25 23:36:15,9992
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,4,1,-1,-1,"Amount of crime in neighborhood,Noise pollution,Amount of natural light,Proximity to parks,Year building was built,Proximity to cafes/restaurants,Amount of traffic,Quality of heat/AC system,Size of home,Reputation of closest school,Size of yard,Proximity to public transportation","Low,Moderate,Very Little,5 min away,1959,25 min away,A Lot,Very Good,1600 square feet,Very Bad,Medium,15 min away","Very High,Low,A Little,15 min away,1981,20 min away,A Little,Moderate,1300 square feet,Moderate,Large,10 min away",0,8241,2022-01-25 23:36:15,9993
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,5,1,-1,-1,"Size of home,Amount of crime in neighborhood,Reputation of closest school,Noise pollution,Quality of heat/AC system,Year building was built,Proximity to cafes/restaurants,Size of yard,Amount of natural light,Proximity to public transportation,Proximity to parks,Amount of traffic","1200 square feet,High,Bad,High,Bad,1968,10 min away,None,A Moderate Amount,25 min away,5 min away,A Lot","800 square feet,Low,Very Good,Very Low,Moderate,1989,5 min away,Medium,A Little,10 min away,15 min away,A Moderate Amount",1,7796,2022-01-25 23:36:24,9994
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,6,1,-1,-1,"Noise pollution,Proximity to public transportation,Size of yard,Proximity to parks,Quality of heat/AC system,Amount of traffic,Year building was built,Amount of crime in neighborhood,Proximity to cafes/restaurants,Size of home,Reputation of closest school,Amount of natural light","Very High,10 min away,Small,5 min away,Moderate,A Little,2006,Very High,15 min away,1700 square feet,Very Bad,A Lot","Low,25 min away,Large,20 min away,Bad,A Lot,1970,High,20 min away,1500 square feet,Bad,Very Little",1,8171,2022-01-25 23:36:33,9995
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,0,0,-1,-1,"Proximity to parks,Proximity to public transportation,Quality of heat/AC system,Year building was built,Noise pollution,Size of yard,Amount of crime in neighborhood,Size of home,Proximity to cafes/restaurants,Amount of natural light,Reputation of closest school,Amount of traffic","10 min away,20 min away,Good,1952,Low,Large,Moderate,1500 square feet,20 min away,Very Little,Very Good,A Moderate Amount","25 min away,10 min away,Bad,2015,High,None,Very High,1100 square feet,15 min away,A Lot,Good,Very Little",0,13839,2022-01-25 23:36:41,9996
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,7,1,-1,-1,"Reputation of closest school,Proximity to parks,Amount of crime in neighborhood,Noise pollution,Proximity to cafes/restaurants,Amount of traffic,Amount of natural light,Size of yard,Quality of heat/AC system,Year building was built,Proximity to public transportation,Size of home","Moderate,20 min away,Moderate,High,25 min away,A Lot,A Little,Small,Very Good,1984,15 min away,1600 square feet","Very Bad,10 min away,High,Very High,5 min away,A Little,A Moderate Amount,None,Very Bad,1974,25 min away,1400 square feet",0,7642,2022-01-25 23:36:42,9997
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,8,1,-1,-1,"Year building was built,Proximity to public transportation,Reputation of closest school,Amount of natural light,Size of yard,Quality of heat/AC system,Amount of crime in neighborhood,Size of home,Amount of traffic,Proximity to cafes/restaurants,Noise pollution,Proximity to parks","1955,10 min away,Very Good,A Lot,Medium,Very Bad,Very High,1000 square feet,A Lot,15 min away,Very Low,5 min away","1994,25 min away,Good,A Little,None,Moderate,High,1700 square feet,A Little,25 min away,Moderate,10 min away",1,7836,2022-01-25 23:36:51,9998
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,1,0,-1,-1,"Quality of heat/AC system,Noise pollution,Amount of natural light,Size of home,Amount of crime in neighborhood,Size of yard,Year building was built,Proximity to parks,Reputation of closest school,Proximity to cafes/restaurants,Amount of traffic,Proximity to public transportation","Bad,Low,A Lot,1500 square feet,Very High,Small,1994,10 min away,Good,20 min away,A Little,15 min away","Very Bad,Moderate,A Little,1000 square feet,Moderate,Very Large,1973,5 min away,Very Bad,15 min away,Very Little,10 min away",1,15465,2022-01-25 23:36:58,9999
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,9,1,-1,-1,"Size of yard,Reputation of closest school,Amount of traffic,Amount of crime in neighborhood,Size of home,Proximity to cafes/restaurants,Year building was built,Proximity to public transportation,Amount of natural light,Quality of heat/AC system,Noise pollution,Proximity to parks","Medium,Moderate,A Moderate Amount,Very High,700 square feet,20 min away,1991,25 min away,A Moderate Amount,Moderate,Moderate,5 min away","None,Very Good,A Lot,Very Low,1700 square feet,15 min away,2013,15 min away,Very Little,Very Good,Low,20 min away",1,9247,2022-01-25 23:37:01,10000
5dd6861c070fdc6179d8003e,ma_choice_v3_pilot3,5dd6861c070fdc6179d8003e,2,0,-1,-1,"Noise pollution,Proximity to cafes/restaurants,Amount of natural light,Proximity to parks,Proximity to public transportation,Size of home,Year building was built,Reputation of closest school,Quality of heat/AC system,Amount of crime in neighborhood,Amount of traffic,Size of yard","Very High,10 min away,A Lot,25 min away,5 min away,600 square feet,1965,Moderate,Moderate,Very High,A Moderate Amount,Medium","High,15 min away,Very Little,20 min away,20 min away,1600 square feet,1982,Good,Very Good,High,Very Little,Very Large",1,15869,2022-01-25 23:37:14,10001
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,0,0,-1,-1,"Size of yard,Reputation of closest school,Quality of heat/AC system,Proximity to public transportation,Proximity to parks,Amount of natural light,Size of home,Amount of traffic,Noise pollution,Year building was built,Proximity to cafes/restaurants,Amount of crime in neighborhood","Medium,Very Good,Moderate,20 min away,5 min away,A Lot,600 square feet,A Lot,High,1995,15 min away,Very Low","Large,Good,Bad,15 min away,10 min away,Very Little,1400 square feet,Very Little,Low,1964,25 min away,High",0,8312,2022-01-25 23:37:24,10002
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,1,0,-1,-1,"Amount of traffic,Quality of heat/AC system,Amount of crime in neighborhood,Proximity to cafes/restaurants,Proximity to parks,Amount of natural light,Proximity to public transportation,Reputation of closest school,Year building was built,Noise pollution,Size of yard,Size of home","A Little,Very Good,Very Low,20 min away,5 min away,A Moderate Amount,10 min away,Very Bad,1967,Very High,Small,1700 square feet","Very Little,Moderate,High,15 min away,15 min away,A Little,25 min away,Moderate,1955,Moderate,None,1500 square feet",0,8258,2022-01-25 23:37:33,10003
5c112b5d8124060001bfa35f,ma_choice_v3_pilot3,5c112b5d8124060001bfa35f,2,0,-1,-1,"Proximity to public transportation,Size of home,Proximity to parks,Year building was built,Quality of heat/AC system,Amount of traffic,Reputation of closest school,Size of yard,Noise pollution,Proximity to cafes/restaurants,Amount of crime in neighborhood,Amount of natural light","25 min away,1800 square feet,10 min away,1992,Moderate,Very Little,Very Bad,Very Large,Very High,5 min away,Moderate,A Little","15 min away,1500 square feet,15 min away,2015,Bad,A Lot,Bad,Small,High,20 min away,Low,Very Little",1,10999,2022-01-25 23:37:45,10004
