subject,version,assignmentId,trial,practice,opt1_id,opt2_id,attributes,opt1_values,opt2_values,choice,orig_choice,rt,stamp,id
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,0,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","40 minutes,6 people,15 min away,Bad,A Lot,None,Very Good","80 minutes,11 people,45 min away,Very Good,None,A Lot,Moderate",0,,6618,2022-06-30 13:03:25,248012
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,1,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","40 minutes,7 people,25 min away,Bad,A Moderate Amount,A Lot,Bad","90 minutes,9 people,55 min away,Good,None,None,Very Good",1,,7712,2022-06-30 13:03:34,248013
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,2,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","70 minutes,3 people,20 min away,Very Bad,A Lot,A Moderate Amount,Good","90 minutes,6 people,30 min away,Good,A Little,None,Very Bad",1,,13866,2022-06-30 13:03:49,248014
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,3,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","80 minutes,5 people,55 min away,Very Bad,A Moderate Amount,A Lot,Good","40 minutes,10 people,35 min away,Moderate,None,None,Very Bad",0,,11877,2022-06-30 13:04:02,248015
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,4,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","80 minutes,3 people,55 min away,Moderate,None,A Little,Very Bad","60 minutes,9 people,35 min away,Very Good,A Moderate Amount,A Lot,Very Good",1,,7144,2022-06-30 13:04:10,248016
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,5,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","70 minutes,4 people,40 min away,Bad,A Little,None,Bad","90 minutes,9 people,50 min away,Good,A Lot,A Lot,Good",1,,67680,2022-06-30 13:05:18,248017
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,6,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","50 minutes,5 people,25 min away,Very Bad,None,A Little,Moderate","90 minutes,10 people,50 min away,Good,A Moderate Amount,A Lot,Very Bad",0,,16862,2022-06-30 13:05:36,248018
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,7,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","80 minutes,4 people,45 min away,Bad,A Little,A Moderate Amount,Good","60 minutes,11 people,55 min away,Good,A Lot,None,Bad",0,,57735,2022-06-30 13:06:35,248019
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,8,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","50 minutes,11 people,25 min away,Good,None,A Moderate Amount,Good","90 minutes,6 people,40 min away,Very Bad,A Lot,None,Bad",1,,13903,2022-06-30 13:06:49,248020
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,9,1,-1,-1,"Duration,Number of other people present,Distance from home,Quality of socializing,Amount of food present,Amount of alcohol present,Quality of music playing","70 minutes,11 people,15 min away,Very Bad,A Little,A Lot,Bad","90 minutes,3 people,40 min away,Moderate,A Lot,A Little,Good",0,,13840,2022-06-30 13:07:04,248021
5ea3aa462d77061c2a8fc5d6,ma_choice_v4_social_pilot2,5ea3aa462d77061c2a8fc5d6,0,1,-1,-1,"Number of other people present,Amount of alcohol present,Quality of music playing,Distance from home,Amount of food present,Duration,Quality of socializing","6 people,A Lot,Very Good,50 min away,A Moderate Amount,70 minutes,Good","4 people,None,Very Bad,5 min away,None,50 minutes,Bad",0,,3804,2022-06-30 13:33:37,248022
