subject,version,assignmentId,attribute,scale,min_diff,lb,ub,postfix,stamp,id
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,Distance from home,"",10,5,60, min away,2022-06-30 13:00:04,38954
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,Amount of food present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:00:04,38955
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,Quality of socializing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:00:04,38956
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,Duration,"",20,30,90, minutes,2022-06-30 13:00:04,38957
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,Number of other people present,"",2,3,12, people,2022-06-30 13:00:04,38958
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,Amount of alcohol present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:00:04,38959
6236e23a8d6071933a13bbfa,ma_choice_v4_social_pilot2,6236e23a8d6071933a13bbfa,Quality of music playing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:00:04,38960
5ea3aa462d77061c2a8fc5d6,ma_choice_v4_social_pilot2,5ea3aa462d77061c2a8fc5d6,Distance from home,"",10,5,60, min away,2022-06-30 13:31:31,38961
5ea3aa462d77061c2a8fc5d6,ma_choice_v4_social_pilot2,5ea3aa462d77061c2a8fc5d6,Amount of alcohol present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:31:31,38962
5ea3aa462d77061c2a8fc5d6,ma_choice_v4_social_pilot2,5ea3aa462d77061c2a8fc5d6,Amount of food present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:31:31,38963
5ea3aa462d77061c2a8fc5d6,ma_choice_v4_social_pilot2,5ea3aa462d77061c2a8fc5d6,Number of other people present,"",2,3,12, people,2022-06-30 13:31:31,38964
5ea3aa462d77061c2a8fc5d6,ma_choice_v4_social_pilot2,5ea3aa462d77061c2a8fc5d6,Duration,"",20,30,90, minutes,2022-06-30 13:31:31,38965
5ea3aa462d77061c2a8fc5d6,ma_choice_v4_social_pilot2,5ea3aa462d77061c2a8fc5d6,Quality of music playing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:31:31,38966
5ea3aa462d77061c2a8fc5d6,ma_choice_v4_social_pilot2,5ea3aa462d77061c2a8fc5d6,Quality of socializing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:31:31,38967
5c6f2ab29d7a310001470418,ma_choice_v4_social_pilot2,5c6f2ab29d7a310001470418,Amount of alcohol present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:41:48,38968
5c6f2ab29d7a310001470418,ma_choice_v4_social_pilot2,5c6f2ab29d7a310001470418,Distance from home,"",10,5,60, min away,2022-06-30 13:41:48,38969
5c6f2ab29d7a310001470418,ma_choice_v4_social_pilot2,5c6f2ab29d7a310001470418,Amount of food present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:41:48,38970
5c6f2ab29d7a310001470418,ma_choice_v4_social_pilot2,5c6f2ab29d7a310001470418,Number of other people present,"",2,3,12, people,2022-06-30 13:41:48,38971
5c6f2ab29d7a310001470418,ma_choice_v4_social_pilot2,5c6f2ab29d7a310001470418,Quality of socializing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:41:48,38972
5c6f2ab29d7a310001470418,ma_choice_v4_social_pilot2,5c6f2ab29d7a310001470418,Quality of music playing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:41:48,38973
5c6f2ab29d7a310001470418,ma_choice_v4_social_pilot2,5c6f2ab29d7a310001470418,Duration,"",20,30,90, minutes,2022-06-30 13:41:48,38974
6023d6c2657c850454e5a276,ma_choice_v4_social_pilot2,6023d6c2657c850454e5a276,Distance from home,"",10,5,60, min away,2022-06-30 13:42:09,38975
6023d6c2657c850454e5a276,ma_choice_v4_social_pilot2,6023d6c2657c850454e5a276,Quality of music playing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:42:09,38976
6023d6c2657c850454e5a276,ma_choice_v4_social_pilot2,6023d6c2657c850454e5a276,Duration,"",20,30,90, minutes,2022-06-30 13:42:09,38977
6023d6c2657c850454e5a276,ma_choice_v4_social_pilot2,6023d6c2657c850454e5a276,Amount of alcohol present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:42:09,38978
6023d6c2657c850454e5a276,ma_choice_v4_social_pilot2,6023d6c2657c850454e5a276,Quality of socializing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:42:09,38979
6023d6c2657c850454e5a276,ma_choice_v4_social_pilot2,6023d6c2657c850454e5a276,Number of other people present,"",2,3,12, people,2022-06-30 13:42:09,38980
6023d6c2657c850454e5a276,ma_choice_v4_social_pilot2,6023d6c2657c850454e5a276,Amount of food present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:42:09,38981
62373694c3277138c1284e44,ma_choice_v4_social_pilot2,62373694c3277138c1284e44,Amount of food present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:43:30,38982
62373694c3277138c1284e44,ma_choice_v4_social_pilot2,62373694c3277138c1284e44,Distance from home,"",10,5,60, min away,2022-06-30 13:43:30,38983
62373694c3277138c1284e44,ma_choice_v4_social_pilot2,62373694c3277138c1284e44,Quality of socializing,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-30 13:43:30,38984
62373694c3277138c1284e44,ma_choice_v4_social_pilot2,62373694c3277138c1284e44,Number of other people present,"",2,3,12, people,2022-06-30 13:43:30,38985
62373694c3277138c1284e44,ma_choice_v4_social_pilot2,62373694c3277138c1284e44,Amount of alcohol present,"None,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-30 13:43:30,38986
