subject,version,assignmentId,attribute,scale,min_diff,lb,ub,postfix,stamp,id
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Suspense,"",,0,100,"",2022-06-24 17:49:58,29786
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Action,"",,0,100,"",2022-06-24 17:49:58,29787
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Violent,"",,0,100,"",2022-06-24 17:49:58,29788
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Art,"",,0,100,"",2022-06-24 17:49:58,29789
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Drama,"",,0,100,"",2022-06-24 17:49:58,29790
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Fantasy World,"",,0,100,"",2022-06-24 17:49:58,29791
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Romantic,"",,0,100,"",2022-06-24 17:49:58,29792
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Science Fiction,"",,0,100,"",2022-06-24 17:49:58,29793
5f5f039252a9217cad40cc18,ma_choice_v4_movies_pilot3,5f5f039252a9217cad40cc18,Funny,"",,0,100,"",2022-06-24 17:49:58,29794
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Action,"",,0,100,"",2022-06-24 17:56:17,29795
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Funny,"",,0,100,"",2022-06-24 17:56:17,29796
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Drama,"",,0,100,"",2022-06-24 17:56:17,29797
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Romantic,"",,0,100,"",2022-06-24 17:56:17,29798
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Science Fiction,"",,0,100,"",2022-06-24 17:56:17,29799
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Suspense,"",,0,100,"",2022-06-24 17:56:17,29800
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Fantasy World,"",,0,100,"",2022-06-24 17:56:17,29801
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Violent,"",,0,100,"",2022-06-24 17:56:17,29802
62b5e1d73e3c296905ba2738,ma_choice_v4_movies_pilot3,62b5e1d73e3c296905ba2738,Art,"",,0,100,"",2022-06-24 17:56:17,29803
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Drama,"",,0,100,"",2022-06-24 18:01:27,29804
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Fantasy World,"",,0,100,"",2022-06-24 18:01:27,29805
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Action,"",,0,100,"",2022-06-24 18:01:27,29806
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Funny,"",,0,100,"",2022-06-24 18:01:27,29807
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Violent,"",,0,100,"",2022-06-24 18:01:27,29808
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Suspense,"",,0,100,"",2022-06-24 18:01:27,29809
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Art,"",,0,100,"",2022-06-24 18:01:27,29810
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Science Fiction,"",,0,100,"",2022-06-24 18:01:27,29811
6100642b95c4e149c6e44c38,ma_choice_v4_movies_pilot3,6100642b95c4e149c6e44c38,Romantic,"",,0,100,"",2022-06-24 18:01:27,29812
6103907e48194088cd8e0b05,ma_choice_v4_movies_pilot3,6103907e48194088cd8e0b05,Romantic,"",,0,100,"",2022-06-24 18:13:19,29813
6103907e48194088cd8e0b05,ma_choice_v4_movies_pilot3,6103907e48194088cd8e0b05,Science Fiction,"",,0,100,"",2022-06-24 18:13:19,29814
6103907e48194088cd8e0b05,ma_choice_v4_movies_pilot3,6103907e48194088cd8e0b05,Funny,"",,0,100,"",2022-06-24 18:13:19,29815
6103907e48194088cd8e0b05,ma_choice_v4_movies_pilot3,6103907e48194088cd8e0b05,Fantasy World,"",,0,100,"",2022-06-24 18:13:19,29816
6103907e48194088cd8e0b05,ma_choice_v4_movies_pilot3,6103907e48194088cd8e0b05,Violent,"",,0,100,"",2022-06-24 18:13:19,29817
6103907e48194088cd8e0b05,ma_choice_v4_movies_pilot3,6103907e48194088cd8e0b05,Suspense,"",,0,100,"",2022-06-24 18:13:19,29818
6103907e48194088cd8e0b05,ma_choice_v4_movies_pilot3,6103907e48194088cd8e0b05,Art,"",,0,100,"",2022-06-24 18:13:19,29819
6103907e48194088cd8e0b05,ma_choice_v4_movies_pilot3,6103907e48194088cd8e0b05,Drama,"",,0,100,"",2022-06-24 18:13:19,29820
