1,1,4,2,1,400,3,3,5,1971,5,5,1000
1,1,1,2,1,600,5,1,2,1981,5,3,1800
1,3,3,3,2,300,1,3,1,1960,4,1,800
1,2,4,4,1,300,5,1,5,2006,5,5,800
1,5,4,2,1,300,4,3,4,2012,1,4,800
1,1,4,3,2,400,5,3,4,2017,4,5,800
1,2,3,4,2,600,2,1,3,1954,5,5,1500
1,1,1,4,1,350,5,2,1,1998,3,1,1800
1,3,1,3,1,450,3,2,3,1989,2,2,1000
1,1,2,5,1,100,2,3,1,1984,1,2,1600
1,3,2,3,1,150,2,4,1,1988,2,2,1700
1,5,2,1,2,150,5,2,5,1958,2,1,1700
1,1,2,5,2,400,4,1,2,1953,3,2,1400
1,3,2,5,2,150,3,4,3,1951,1,5,1700
1,5,1,3,2,500,4,1,1,1977,1,1,1200
1,1,1,1,1,450,2,3,3,2005,5,2,700
1,2,1,1,2,250,2,4,4,1999,5,1,1700
1,5,1,5,1,550,2,3,2,2001,2,1,1700
1,1,3,5,1,600,3,4,3,2007,5,1,700
1,1,3,5,1,100,4,2,3,1957,4,2,900
1,1,2,3,1,250,5,3,2,1959,1,1,1100
1,4,2,4,2,550,3,4,3,1953,5,2,1200
1,4,2,4,2,500,2,3,5,2004,3,5,1100
1,2,2,5,1,0,2,3,2,2016,5,3,1000
1,1,2,5,1,600,3,4,5,2010,4,5,600
1,2,2,5,2,500,4,4,5,1978,2,1,1200
1,4,4,3,1,550,2,4,1,1964,5,5,1300
1,1,3,1,2,350,5,3,3,1976,2,5,1500
1,5,2,3,1,0,1,2,3,2010,2,4,1300
1,4,3,2,2,550,2,3,1,2007,3,3,1600
1,2,1,2,1,200,1,3,3,1962,1,4,1300
1,5,3,1,2,450,1,3,2,1982,3,4,1200
1,4,2,5,1,300,5,2,3,1956,2,1,1700
1,1,4,4,2,350,1,1,4,1954,1,3,900
1,3,1,2,1,0,2,4,5,2015,5,2,1200
1,5,3,1,2,550,2,2,1,1993,2,1,1400
1,1,3,3,2,450,3,1,3,1969,3,5,700
1,2,4,5,2,50,5,1,5,1965,1,1,1700
1,1,2,2,2,450,5,3,4,1970,3,5,1800
1,4,4,4,2,350,2,3,2,1952,4,2,1400
1,3,1,2,1,50,3,3,5,2012,5,3,700
1,3,2,5,1,550,3,4,2,1958,3,5,1300
1,3,2,4,2,100,3,3,5,2014,5,4,1400
1,4,2,2,2,400,3,4,3,1999,1,1,1300
1,2,1,2,1,50,4,3,4,1996,1,2,1800
1,1,4,1,1,500,1,2,5,1994,5,2,1400
1,3,4,4,2,250,3,2,2,1980,3,2,1400
1,5,4,3,2,600,4,3,4,2000,4,3,800
1,5,1,1,2,300,4,1,3,2009,1,3,1000
1,1,2,3,1,350,2,4,1,1951,3,5,1300
1,2,4,3,1,500,1,1,4,1962,3,3,1800
1,5,1,5,2,300,3,4,5,2007,1,1,800
1,5,1,3,2,600,2,4,4,2006,3,5,1400
1,5,4,4,1,100,3,3,1,1958,4,3,800
1,3,2,1,1,250,1,3,1,1959,4,3,700
1,2,2,2,2,450,4,3,1,1976,3,1,1500
1,2,2,5,1,150,2,1,2,2005,4,3,1100
1,3,1,3,2,100,3,2,3,1983,4,4,600
1,4,4,3,1,500,2,2,2,2018,5,5,1700
1,2,4,5,2,400,3,1,2,2002,1,5,1300
1,3,1,2,2,450,3,2,3,1992,3,4,700
1,5,3,5,2,250,2,4,4,2003,2,2,900
